,rotation,nProf_u,nProf_g,nProf_r,nProf_i,nProf_z
3997,cw,10,10,10,10,10
3998,cw,11,11,11,11,11
3999,cw,10,10,10,10,10
4000,cw,10,11,10,10,10
4001,cw,9,9,9,9,9
4002,cw,10,10,10,10,10
4003,cw,10,10,10,10,10
4004,cw,10,10,10,10,10
4005,cw,10,10,10,10,10
4006,cw,9,9,9,10,9
4007,cw,12,12,12,12,12
4008,cw,11,11,11,11,11
4009,cw,11,11,11,11,11
4010,cw,11,11,11,11,11
4011,cw,10,10,10,10,10
4012,cw,12,10,10,11,10
4013,cw,10,10,10,10,10
4014,cw,10,10,10,10,10
4015,cw,12,10,10,10,10
4016,cw,11,11,11,11,11
4017,cw,12,12,12,12,12
4018,cw,11,11,11,11,11
4019,cw,10,10,10,10,10
4020,cw,12,11,11,11,11
4021,cw,11,11,10,10,10
4022,cw,10,10,10,10,10
4023,cw,10,10,10,10,10
4024,cw,10,10,10,10,10
4025,cw,10,10,10,10,10
4026,cw,10,10,10,10,10
4027,cw,11,11,11,11,11
4028,cw,10,10,10,10,10
4029,cw,10,11,10,10,10
4030,cw,11,11,11,11,11
4031,cw,11,11,11,11,11
4032,cw,11,11,11,11,11
4033,cw,11,11,11,11,11
4034,cw,12,12,12,12,12
4035,cw,10,11,10,11,10
4036,cw,10,12,10,10,10
4037,cw,11,11,11,11,11
4038,cw,10,10,10,10,11
4039,cw,10,10,10,11,10
4040,cw,10,10,10,10,10
4041,cw,10,10,10,10,10
4042,cw,11,11,11,11,11
4043,cw,11,11,11,11,11
4044,cw,11,11,11,11,11
4045,cw,10,10,10,10,10
4046,cw,10,10,10,10,10
4047,cw,10,10,10,10,10
4048,cw,11,11,11,11,11
4049,cw,11,11,11,11,11
4050,cw,12,12,12,12,12
4051,cw,10,10,10,10,10
4052,cw,10,10,10,10,10
4053,cw,10,9,9,10,10
4054,cw,11,10,10,10,10
4055,cw,11,11,11,11,11
4056,cw,10,10,10,11,10
4057,cw,11,11,11,11,11
4058,cw,12,12,12,12,12
4059,cw,11,10,10,10,10
4060,cw,11,11,11,11,11
4061,cw,11,11,11,11,11
4062,cw,10,10,10,11,11
4063,cw,11,11,11,11,11
4064,cw,10,10,10,10,10
4065,cw,11,11,11,11,11
4066,cw,12,12,12,12,12
4067,cw,13,13,13,13,13
4068,cw,12,12,12,12,12
4069,cw,10,10,10,10,10
4070,cw,10,10,10,10,10
4071,cw,10,10,10,10,10
4072,cw,11,11,11,11,11
4073,cw,11,11,11,11,11
4074,cw,9,10,9,9,9
4075,cw,9,10,9,9,9
4076,cw,10,12,10,12,10
4077,cw,10,10,10,10,10
4078,cw,11,11,11,11,11
4079,cw,11,11,11,11,11
4080,cw,11,11,11,11,11
4081,cw,10,10,10,10,10
4082,cw,11,11,11,11,11
4083,cw,11,11,11,11,11
4084,cw,11,11,11,11,11
4085,cw,10,11,10,10,10
4086,cw,9,9,9,9,9
4087,cw,10,10,10,10,10
4088,cw,11,11,11,11,11
4089,cw,10,10,10,10,10
4090,cw,10,10,10,10,10
4091,cw,15,11,10,11,10
4092,cw,10,11,10,10,10
4093,cw,10,10,10,10,10
4094,cw,10,9,9,9,9
4095,cw,11,11,11,11,11
4096,cw,11,11,11,11,11
4097,cw,10,10,10,10,10
4098,cw,11,11,11,11,11
4099,cw,12,12,12,12,12
4100,cw,11,11,11,11,11
4101,cw,11,11,11,11,11
4102,cw,10,10,10,10,10
4103,cw,10,11,10,11,10
4104,cw,12,12,12,12,12
4105,cw,11,11,11,11,11
4106,cw,11,11,11,11,11
4107,cw,11,11,11,11,11
4108,cw,10,11,10,10,10
4109,cw,11,11,10,10,10
4110,cw,10,10,10,10,10
4111,cw,11,11,11,11,11
4112,cw,10,10,10,11,10
4113,cw,11,11,11,11,11
4114,cw,10,10,10,10,10
4115,cw,11,11,11,11,11
4116,cw,11,11,11,11,11
4117,cw,10,10,10,10,10
4118,cw,11,11,11,11,11
4119,cw,10,10,9,10,9
4120,cw,10,10,10,11,11
4121,cw,11,11,11,11,11
4122,cw,11,11,11,11,11
4123,cw,11,11,11,11,11
4124,cw,11,11,11,11,11
4125,cw,11,11,11,11,11
4126,cw,11,10,10,10,11
4127,cw,11,11,11,11,11
4128,cw,11,12,11,11,11
4129,cw,10,10,10,10,10
4130,cw,10,10,10,10,10
4131,cw,10,10,10,10,10
4132,cw,10,10,10,10,10
4133,cw,10,10,10,10,10
4134,cw,10,10,10,11,10
4135,cw,11,11,11,11,11
4136,cw,11,11,11,11,11
4137,cw,10,10,10,10,10
4138,cw,10,11,10,10,10
4139,cw,10,10,10,10,10
4140,cw,11,11,11,11,11
4141,cw,11,11,11,11,11
4142,cw,11,10,10,10,10
4143,cw,12,12,12,12,12
4144,cw,11,11,11,11,11
4145,cw,10,11,10,10,10
4146,cw,9,9,9,9,9
4147,cw,10,10,10,10,10
4148,cw,10,11,10,10,10
4149,cw,9,9,9,9,9
4150,cw,12,12,12,12,12
4151,cw,10,10,10,10,10
4152,cw,10,11,10,10,10
4153,cw,11,11,11,11,11
4154,cw,11,11,11,11,11
4155,cw,10,10,10,10,10
4156,cw,12,12,12,12,12
4157,cw,11,11,11,11,11
4158,cw,11,11,11,11,11
4159,cw,10,10,10,10,10
4160,cw,11,11,11,11,11
4161,cw,11,10,10,10,10
4162,cw,10,10,10,10,10
4163,cw,11,11,11,11,11
4164,cw,10,11,10,10,10
4165,cw,10,10,10,10,10
4166,cw,10,10,10,10,10
4167,cw,11,11,11,11,11
4168,cw,11,11,11,11,11
4169,cw,11,11,11,11,11
4170,cw,12,12,12,12,12
4171,cw,11,11,11,11,11
4172,cw,10,11,10,10,10
4173,cw,11,11,11,11,11
4174,cw,11,11,11,11,11
4175,cw,10,10,10,10,10
4176,cw,10,10,10,10,10
4177,cw,10,11,10,10,11
4178,cw,11,11,11,11,11
4179,cw,10,11,10,11,10
4180,cw,11,11,11,11,11
4181,cw,10,11,10,10,10
4182,cw,10,10,10,10,10
4183,cw,11,10,10,10,10
4184,cw,11,11,11,11,11
4185,cw,11,11,11,11,11
4186,cw,9,10,9,10,10
4187,cw,10,11,10,11,10
4188,cw,11,12,11,11,11
4189,cw,11,11,11,11,11
4190,cw,10,10,10,10,10
4191,cw,10,10,10,11,10
4192,cw,10,10,10,10,10
4193,cw,11,11,11,11,11
4194,cw,12,12,12,12,12
4195,cw,10,10,10,10,10
4196,cw,11,11,11,11,11
4197,cw,12,11,11,11,11
4198,cw,10,10,10,10,10
4199,cw,10,11,10,10,10
4200,cw,13,10,10,10,10
4201,cw,10,10,10,10,10
4202,cw,11,11,11,11,11
4203,cw,11,11,11,11,11
4204,cw,11,11,11,11,11
4205,cw,9,9,9,9,9
4206,cw,12,12,12,12,12
4207,cw,11,11,11,11,11
4208,cw,10,11,10,11,10
4209,cw,10,10,10,10,10
4210,cw,12,12,12,12,12
4211,cw,10,11,10,10,10
4212,cw,10,10,10,10,10
4213,cw,11,11,11,11,11
4214,cw,10,11,10,11,10
4215,cw,12,12,12,12,12
4216,cw,10,10,10,10,10
4217,cw,11,11,11,11,11
4218,cw,12,12,12,12,12
4219,cw,11,11,11,11,11
4220,cw,11,11,11,11,11
4221,cw,10,10,10,10,10
4222,cw,11,10,10,10,10
4223,cw,11,10,10,10,10
4224,cw,11,11,11,11,11
4225,cw,10,10,10,10,10
4226,cw,11,11,11,11,11
4227,cw,11,11,11,11,11
4228,cw,11,11,11,11,11
4229,cw,11,10,10,10,10
4230,cw,10,10,10,10,10
4231,cw,10,10,10,10,10
4232,cw,10,10,9,9,9
4233,cw,11,11,10,10,10
4234,cw,11,11,11,11,11
4235,cw,10,10,10,10,10
4236,cw,10,10,10,10,10
4237,cw,11,11,11,11,11
4238,cw,10,10,10,10,10
4239,cw,10,10,10,10,10
4240,cw,10,11,10,10,10
4241,cw,12,10,10,10,10
4242,cw,10,10,10,10,10
4243,cw,12,12,12,12,12
4244,cw,11,10,9,10,9
4245,cw,11,11,11,11,11
4246,cw,10,10,10,10,10
4247,cw,12,12,12,12,12
4248,cw,11,11,11,11,11
4249,cw,10,10,10,10,10
4250,cw,10,10,10,10,10
4251,cw,11,11,11,11,11
4252,cw,12,12,12,12,12
4253,cw,10,10,10,11,10
4254,cw,10,10,10,10,10
4255,cw,11,11,11,11,11
4256,cw,11,11,11,11,11
4257,cw,10,10,10,10,10
4258,cw,11,11,11,11,11
4259,cw,11,11,11,11,11
4260,cw,10,9,9,10,9
4261,cw,11,11,11,11,11
4262,cw,10,10,10,10,10
4263,cw,11,11,11,11,11
4264,cw,10,10,10,10,10
4265,cw,11,11,11,11,11
4266,cw,11,11,11,11,11
4267,cw,10,11,10,10,10
4268,cw,10,10,10,10,10
4269,cw,11,11,11,11,11
4270,cw,10,10,10,10,10
4271,cw,11,10,10,10,10
4272,cw,10,10,10,10,10
4273,cw,10,10,10,10,10
4274,cw,10,11,10,11,10
4275,cw,11,10,10,10,10
4276,cw,9,10,9,9,9
4277,cw,11,11,11,11,11
4278,cw,10,10,10,10,10
4279,cw,12,12,12,12,12
4280,cw,10,11,10,11,10
4281,cw,9,10,9,9,9
4282,cw,10,10,10,10,10
4283,cw,9,9,9,10,9
4284,cw,12,12,12,12,12
4285,cw,11,11,11,11,11
4286,cw,10,10,10,10,10
4287,cw,11,11,11,11,11
4288,cw,11,11,11,11,11
4289,cw,11,11,11,11,11
4290,cw,10,10,10,10,10
4291,cw,12,12,12,12,12
4292,cw,11,11,11,11,11
4293,cw,11,11,11,11,11
4294,cw,11,12,11,11,11
4295,cw,12,12,12,12,12
4296,cw,11,11,11,11,11
4297,cw,10,10,10,10,10
4298,cw,10,10,10,10,10
4299,cw,10,10,10,10,10
4300,cw,10,10,10,10,10
4301,cw,10,11,10,11,10
4302,cw,10,10,10,10,10
4303,cw,10,10,10,10,10
4304,cw,9,9,9,9,10
4305,cw,10,11,10,10,10
4306,cw,12,12,12,12,12
4307,cw,10,10,10,10,10
4308,cw,11,11,11,11,11
4309,cw,10,10,10,10,10
4310,cw,11,11,11,11,11
4311,cw,11,11,11,11,11
4312,cw,11,11,11,11,11
4313,cw,11,11,11,11,11
4314,cw,11,11,10,10,10
4315,cw,11,11,11,11,11
4316,cw,10,10,10,10,10
4317,cw,10,10,10,10,10
4318,cw,10,10,10,10,10
4319,cw,10,10,10,10,10
4320,cw,10,10,10,10,10
4321,cw,11,11,11,11,11
4322,cw,11,11,11,11,11
4323,cw,10,10,10,10,10
4324,cw,11,11,11,11,11
4325,cw,10,10,10,10,10
4326,cw,10,10,10,10,10
4327,cw,10,10,10,10,10
4328,cw,11,11,11,11,11
4329,cw,11,11,11,11,11
4330,cw,9,9,9,9,9
4331,cw,10,10,10,10,10
4332,cw,11,11,11,11,11
4333,cw,11,11,11,11,11
4334,cw,10,10,10,10,10
4335,cw,10,10,10,10,10
4336,cw,11,12,11,11,11
4337,cw,10,11,10,10,10
4338,cw,12,11,11,11,11
4339,cw,10,11,10,11,11
4340,cw,9,9,9,10,9
4341,cw,12,13,12,13,12
4342,cw,11,11,11,11,11
4343,cw,12,10,10,10,10
4344,cw,11,10,10,11,10
4345,cw,11,10,10,11,10
4346,cw,10,10,10,10,10
4347,cw,10,10,10,11,10
4348,cw,10,10,10,10,10
4349,cw,10,10,10,10,10
4350,cw,10,10,10,10,10
4351,cw,9,9,9,9,9
4352,cw,9,9,9,9,9
4353,cw,12,12,12,12,12
4354,cw,11,11,11,11,11
4355,cw,11,11,11,11,11
4356,cw,10,10,10,10,10
4357,cw,11,11,11,11,11
4358,cw,10,10,10,10,10
4359,cw,11,10,10,10,10
4360,cw,10,10,10,11,10
4361,cw,11,11,11,11,11
4362,cw,11,11,11,11,11
4363,cw,11,11,11,11,11
4364,cw,10,10,10,10,10
4365,cw,10,10,10,10,10
4366,cw,11,11,11,11,11
4367,cw,11,10,10,10,10
4368,cw,11,10,10,11,10
4369,cw,10,11,10,10,10
4370,cw,10,11,10,10,10
4371,cw,11,11,11,11,11
4372,cw,12,10,10,10,10
4373,cw,11,11,11,11,11
4374,cw,9,9,9,9,9
4375,cw,11,11,11,11,11
4376,cw,11,11,11,11,11
4377,cw,11,10,10,10,10
4378,cw,10,11,10,10,10
4379,cw,10,10,10,10,10
4380,cw,10,10,10,10,10
4381,cw,10,10,10,10,10
4382,cw,11,11,11,11,11
4383,cw,11,11,11,11,11
4384,cw,11,11,11,11,11
4385,cw,10,10,10,10,10
4386,cw,11,11,11,11,11
4387,cw,10,10,10,10,10
4388,cw,10,10,10,10,10
4389,cw,11,11,11,11,11
4390,cw,11,11,11,11,11
4391,cw,12,12,12,12,12
4392,cw,10,10,10,10,10
4393,cw,10,10,10,10,10
4394,cw,10,10,10,10,10
4395,cw,10,10,10,10,10
4396,cw,9,9,9,10,10
4397,cw,11,11,11,11,11
4398,cw,11,11,11,11,11
4399,cw,10,10,10,10,10
4400,cw,10,10,10,10,10
4401,cw,10,10,10,10,10
4402,cw,11,11,11,11,11
4403,cw,9,9,9,10,9
4404,cw,10,10,10,10,10
4405,cw,10,10,10,10,10
4406,cw,12,12,12,12,12
4407,cw,10,11,10,10,10
4408,cw,11,11,11,11,11
4409,cw,11,11,11,11,11
4410,cw,10,10,10,11,10
4411,cw,10,10,10,10,10
4412,cw,10,10,10,10,10
4413,cw,11,11,11,11,11
4414,cw,10,10,10,10,10
4415,cw,11,11,11,11,11
4416,cw,10,10,10,10,10
4417,cw,11,11,11,11,11
4418,cw,11,11,10,11,10
4419,cw,11,11,11,11,11
4420,cw,11,11,11,11,11
4421,cw,11,11,11,11,11
4422,cw,11,11,11,11,11
4423,cw,10,10,10,10,10
4424,cw,11,11,11,11,11
4425,cw,10,10,10,10,10
4426,cw,10,10,10,10,10
4427,cw,12,11,11,11,11
4428,cw,9,10,9,9,9
4429,cw,10,10,10,10,10
4430,cw,12,12,12,12,12
4431,cw,10,10,10,10,10
4432,cw,11,10,10,10,11
4433,cw,11,11,11,11,11
4434,cw,10,10,10,10,10
4435,cw,11,11,11,11,11
4436,cw,10,10,10,10,10
4437,cw,11,11,11,11,11
4438,cw,11,12,11,11,11
4439,cw,11,11,11,11,11
4440,cw,9,9,9,9,9
4441,cw,9,10,9,10,9
4442,cw,10,10,10,10,10
4443,cw,11,11,11,11,11
4444,cw,10,10,10,10,10
4445,cw,11,11,11,11,11
4446,cw,10,10,10,10,11
4447,cw,9,10,9,10,10
4448,cw,11,11,11,11,11
4449,cw,9,9,9,9,9
4450,cw,10,10,10,10,10
4451,cw,10,10,10,10,10
4452,cw,10,10,10,10,10
4453,cw,10,11,10,10,10
4454,cw,9,9,9,9,9
4455,cw,10,10,10,10,10
4456,cw,12,11,10,10,10
4457,cw,11,11,11,11,11
4458,cw,11,11,11,11,11
4459,cw,10,10,10,10,10
4460,cw,11,11,11,11,11
4461,cw,10,11,10,10,10
4462,cw,10,11,10,10,10
4463,cw,11,11,11,11,11
4464,cw,10,10,10,10,11
4465,cw,10,10,10,10,11
4466,cw,10,10,10,10,10
4467,cw,9,10,9,9,9
4468,cw,12,12,12,12,12
4469,cw,11,11,11,11,11
4470,cw,10,11,10,10,10
4471,cw,11,11,11,11,11
4472,cw,10,10,10,11,10
4473,cw,11,11,11,11,11
4474,cw,11,11,11,11,11
4475,cw,11,9,9,10,10
4476,cw,10,10,10,10,10
4477,cw,11,11,11,11,11
4478,cw,11,11,11,11,11
4479,cw,11,11,11,11,11
4480,cw,10,10,10,10,10
4481,cw,12,10,10,10,10
4482,cw,11,11,11,11,11
4483,cw,12,12,12,12,12
4484,cw,11,11,11,11,11
4485,cw,10,10,10,10,10
4486,cw,12,11,10,11,10
4487,cw,11,11,11,11,11
4488,cw,10,10,10,10,10
4489,cw,10,10,10,10,10
4490,cw,9,10,9,9,9
4491,cw,12,10,10,10,10
4492,cw,10,10,10,10,10
4493,cw,10,10,10,10,10
4494,cw,12,12,12,12,12
4495,cw,10,10,10,10,11
4496,cw,10,10,10,11,11
4497,cw,10,10,10,10,10
4498,cw,11,11,11,11,11
4499,cw,12,12,12,12,12
4500,cw,11,11,11,11,11
4501,cw,10,10,10,10,10
4502,cw,12,12,12,12,12
4503,cw,10,10,10,10,10
4504,cw,10,10,10,10,10
4505,cw,10,10,10,10,10
4506,cw,9,9,9,9,9
4507,cw,10,11,10,11,10
4508,cw,10,10,10,10,10
4509,cw,11,11,11,11,11
4510,cw,10,10,10,10,10
4511,cw,11,11,11,11,11
4512,cw,12,12,12,12,12
4513,cw,11,11,11,11,11
4514,cw,10,10,10,10,10
4515,cw,11,11,11,11,11
4516,cw,9,9,9,9,9
4517,cw,10,11,10,10,10
4518,cw,11,11,11,11,11
4519,cw,10,10,10,10,10
4520,cw,10,10,10,10,10
4521,cw,11,11,11,11,11
4522,cw,11,11,11,11,11
4523,cw,10,10,10,10,10
4524,cw,10,10,10,10,10
4525,cw,10,11,10,10,10
4526,cw,10,9,9,9,9
4527,cw,10,10,10,10,10
4528,cw,11,11,11,11,11
4529,cw,9,10,9,10,10
4530,cw,10,10,10,10,10
4531,cw,11,11,11,11,11
4532,cw,11,11,11,11,11
4533,cw,10,10,10,10,10
4534,cw,10,10,10,10,10
4535,cw,9,9,9,10,9
4536,cw,10,10,10,10,10
4537,cw,10,9,9,10,10
4538,cw,12,12,12,12,12
4539,cw,12,12,12,12,12
4540,cw,10,10,10,10,10
4541,cw,11,11,11,11,11
4542,cw,11,11,11,11,11
4543,cw,11,11,11,11,11
4544,cw,10,10,10,10,10
4545,cw,10,9,9,10,10
4546,cw,9,9,9,9,10
4547,cw,11,11,11,11,11
4548,cw,10,10,10,10,10
4549,cw,9,10,9,10,9
4550,cw,10,10,10,10,10
4551,cw,10,10,10,10,10
4552,cw,11,10,10,10,10
4553,cw,11,11,11,11,11
4554,cw,11,10,10,10,10
4555,cw,10,9,9,9,9
4556,cw,11,11,11,11,11
4557,cw,9,9,9,9,9
4558,cw,11,11,11,11,11
4559,cw,10,10,10,10,10
4560,cw,10,10,10,11,10
4561,cw,10,10,10,10,10
4562,cw,11,11,11,11,11
4563,cw,11,11,11,11,11
4564,cw,10,10,10,10,10
4565,cw,10,10,10,10,10
4566,cw,10,10,10,10,10
4567,cw,11,11,11,11,11
4568,cw,9,10,9,9,9
4569,cw,9,9,9,10,9
4570,cw,10,10,10,10,10
4571,cw,10,10,10,11,10
4572,cw,10,10,10,10,10
4573,cw,10,10,10,11,10
4574,cw,10,10,10,10,10
4575,cw,10,11,10,11,10
4576,cw,10,10,10,10,10
4577,cw,12,10,10,10,10
4578,cw,11,10,10,10,10
4579,cw,10,11,10,11,11
4580,cw,9,9,9,9,9
4581,cw,10,10,10,10,10
4582,cw,11,11,11,11,11
4583,cw,11,11,11,11,11
4584,cw,10,10,10,11,10
4585,cw,12,12,12,12,12
4586,cw,12,12,12,12,12
4587,cw,11,10,10,10,10
4588,cw,10,10,10,10,10
4589,cw,10,10,10,10,10
4590,cw,11,11,11,11,11
4591,cw,9,10,9,9,9
4592,cw,10,10,10,10,11
4593,cw,11,10,10,10,10
4594,cw,11,10,10,10,10
4595,cw,11,11,11,11,11
4596,cw,10,10,10,10,10
4597,cw,10,11,10,10,10
4598,cw,11,11,11,11,11
4599,cw,10,11,10,10,10
4600,cw,11,11,11,11,11
4601,cw,11,11,11,11,11
4602,cw,12,12,12,12,12
4603,cw,13,13,13,13,13
4604,cw,10,10,10,10,10
4605,cw,10,10,10,10,11
4606,cw,11,11,11,11,11
4607,cw,10,10,10,10,10
4608,cw,10,10,10,10,10
4609,cw,9,9,9,9,9
4610,cw,12,11,10,10,10
4611,cw,11,10,10,10,10
4612,cw,10,10,10,10,10
4613,cw,10,10,10,10,10
4614,cw,9,9,9,10,9
4615,cw,13,10,10,10,11
4616,cw,11,11,11,11,11
4617,cw,10,10,10,10,10
4618,cw,10,10,10,10,10
4619,cw,11,10,10,10,10
4620,cw,11,9,9,9,9
4621,cw,11,11,11,11,11
4622,cw,12,12,12,12,12
4623,cw,11,11,11,11,11
4624,cw,10,10,10,10,10
4625,cw,12,12,12,12,12
4626,cw,11,11,11,11,11
4627,cw,12,12,12,12,12
4628,cw,11,11,11,11,11
4629,cw,10,11,10,10,10
4630,cw,11,11,11,11,11
4631,cw,10,10,10,10,10
4632,cw,10,10,10,10,10
4633,cw,10,10,10,10,10
4634,cw,10,10,10,10,10
4635,cw,10,10,10,10,10
4636,cw,10,10,10,10,10
4637,cw,11,11,11,11,11
4638,cw,9,10,9,9,9
4639,cw,11,11,11,11,11
4640,cw,10,10,10,10,10
4641,cw,11,11,11,11,11
4642,cw,11,10,9,9,9
4643,cw,11,11,11,11,11
4644,cw,11,11,11,11,11
4645,cw,10,10,10,10,10
4646,cw,10,10,10,10,10
4647,cw,10,10,10,10,10
4648,cw,11,11,11,11,11
4649,cw,10,10,10,10,10
4650,cw,12,12,12,12,12
4651,cw,12,12,12,12,12
4652,cw,11,11,11,11,11
4653,cw,11,11,11,11,11
4654,cw,10,10,10,10,10
4655,cw,11,11,11,11,11
4656,cw,10,10,10,10,10
4657,cw,10,9,9,9,9
4658,cw,9,9,9,11,10
4659,cw,11,11,11,11,11
4660,cw,10,10,10,10,10
4661,cw,11,11,11,11,11
4662,cw,10,10,10,10,10
4663,cw,12,12,12,12,12
4664,cw,12,12,12,12,12
4665,cw,10,10,10,10,10
4666,cw,11,10,10,11,11
4667,cw,11,11,11,11,11
4668,cw,11,10,10,11,10
4669,cw,10,10,10,10,10
4670,cw,13,10,10,10,10
4671,cw,10,10,10,10,10
4672,cw,9,9,9,9,9
4673,cw,10,10,10,10,10
4674,cw,11,11,11,11,11
4675,cw,10,10,10,11,10
4676,cw,10,10,10,10,10
4677,cw,12,12,12,12,12
4678,cw,12,12,12,12,12
4679,cw,10,10,10,10,10
4680,cw,11,11,11,11,11
4681,cw,11,11,11,11,11
4682,cw,10,10,10,10,10
4683,cw,11,11,11,11,11
4684,cw,10,10,10,10,10
4685,cw,10,10,10,10,10
4686,cw,11,11,11,11,11
4687,cw,11,10,10,10,10
4688,cw,10,10,10,10,10
4689,cw,10,10,10,10,10
4690,cw,11,11,11,11,11
4691,cw,11,11,11,11,11
4692,cw,10,10,10,10,10
4693,cw,11,12,11,12,11
4694,cw,10,10,10,10,10
4695,cw,10,11,10,11,10
4696,cw,10,10,10,10,10
4697,cw,9,10,9,9,9
4698,cw,11,10,10,10,10
4699,cw,10,10,10,10,10
4700,cw,10,10,10,10,10
4701,cw,10,11,10,10,10
4702,cw,10,10,10,10,10
4703,cw,12,12,12,12,12
4704,cw,11,10,10,10,10
4705,cw,10,10,10,10,10
4706,cw,10,10,10,10,10
4707,cw,11,11,10,10,11
4708,cw,10,10,10,10,10
4709,cw,10,10,10,10,10
4710,cw,10,10,10,10,11
4711,cw,10,10,10,11,11
4712,cw,10,10,10,10,10
4713,cw,12,12,12,12,12
4714,cw,10,10,10,10,10
4715,cw,11,11,11,11,11
4716,cw,10,10,10,10,10
4717,cw,11,11,11,11,11
4718,cw,10,10,10,10,10
4719,cw,10,10,10,10,10
4720,cw,10,10,10,10,10
4721,cw,11,11,11,11,11
4722,cw,10,10,10,10,10
4723,cw,11,11,11,11,11
4724,cw,10,10,10,10,10
4725,cw,10,10,10,10,10
4726,cw,10,10,10,10,10
4727,cw,11,11,11,11,11
4728,cw,10,10,10,10,10
4729,cw,10,11,10,10,11
4730,cw,11,11,11,11,11
4731,cw,11,11,11,11,11
4732,cw,10,10,10,10,10
4733,cw,11,11,11,11,11
4734,cw,11,11,11,11,11
4735,cw,11,11,11,11,11
4736,cw,9,9,9,9,9
4737,cw,10,10,10,10,10
4738,cw,11,11,11,11,11
4739,cw,11,11,11,11,11
4740,cw,11,11,11,11,11
4741,cw,11,11,11,11,11
4742,cw,10,10,10,10,10
4743,cw,11,11,11,11,11
4744,cw,10,10,10,10,10
4745,cw,10,10,10,10,10
4746,cw,10,10,10,10,11
4747,cw,9,9,9,9,9
4748,cw,10,10,10,10,10
4749,cw,10,10,10,10,10
4750,cw,9,10,9,9,10
4751,cw,11,10,10,11,10
4752,cw,11,11,11,11,11
4753,cw,11,11,11,11,11
4754,cw,10,10,10,10,10
4755,cw,10,10,10,10,10
4756,cw,11,11,11,11,11
4757,cw,10,10,10,10,10
4758,cw,10,10,10,11,10
4759,cw,11,11,11,11,11
4760,cw,10,10,10,10,10
4761,cw,11,11,11,11,11
4762,cw,10,10,10,10,10
4763,cw,11,11,10,10,10
4764,cw,12,12,12,12,12
4765,cw,10,10,10,10,10
4766,cw,10,10,10,10,10
4767,cw,9,11,9,9,9
4768,cw,10,10,10,10,10
4769,cw,11,11,11,11,11
4770,cw,12,10,10,10,10
4771,cw,10,10,10,10,10
4772,cw,11,11,11,11,11
4773,cw,11,11,11,11,11
4774,cw,10,10,10,10,10
4775,cw,12,12,12,12,12
4776,cw,10,10,10,10,10
4777,cw,10,10,10,10,10
4778,cw,11,10,10,10,10
4779,cw,11,11,11,11,11
4780,cw,9,9,9,9,9
4781,cw,10,10,10,10,10
4782,cw,11,10,10,10,10
4783,cw,10,10,10,10,10
4784,cw,12,12,12,12,12
4785,cw,10,10,10,10,10
4786,cw,11,11,11,11,11
4787,cw,10,10,10,10,10
4788,cw,10,10,10,10,10
4789,cw,10,10,10,10,10
4790,cw,10,10,10,10,10
4791,cw,10,10,10,11,10
4792,cw,11,10,10,10,10
4793,cw,14,10,10,10,10
4794,cw,11,11,11,11,11
4795,cw,13,13,13,13,13
4796,cw,10,10,10,10,10
4797,cw,10,11,10,10,10
4798,cw,11,11,11,11,11
4799,cw,11,10,10,10,10
4800,cw,11,11,11,11,11
4801,cw,10,10,9,10,9
4802,cw,11,11,11,11,11
4803,cw,10,10,10,10,10
4804,cw,10,10,10,10,10
4805,cw,11,11,11,11,11
4806,cw,11,11,11,11,11
4807,cw,10,10,10,11,10
4808,cw,10,10,10,10,10
4809,cw,10,10,10,10,10
4810,cw,11,11,11,11,11
4811,cw,11,11,11,11,11
4812,cw,8,9,8,10,8
4813,cw,11,11,11,11,11
4814,cw,10,10,9,10,9
4815,cw,11,11,11,11,11
4816,cw,10,10,10,10,10
4817,cw,11,10,10,10,10
4818,cw,11,11,11,11,11
4819,cw,11,10,10,11,12
4820,cw,11,11,11,11,11
4821,cw,11,11,11,11,11
4822,cw,11,10,10,10,10
4823,cw,10,10,10,10,10
4824,cw,11,11,10,10,10
4825,cw,10,10,10,10,10
4826,cw,11,11,11,11,11
4827,cw,10,10,10,10,10
4828,cw,10,10,10,10,10
4829,cw,11,11,11,11,11
4830,cw,10,10,10,10,10
4831,cw,10,10,10,10,10
4832,cw,11,10,10,10,10
4833,cw,10,11,10,10,10
4834,cw,11,11,11,11,11
4835,cw,11,11,11,11,11
4836,cw,11,10,10,10,10
4837,cw,10,10,10,10,10
4838,cw,13,13,13,13,13
4839,cw,10,10,10,10,10
4840,cw,11,11,11,11,11
4841,cw,11,11,11,11,11
4842,cw,10,10,10,10,10
4843,cw,11,11,11,11,11
4844,cw,9,9,9,9,9
4845,cw,10,10,10,10,10
4846,cw,11,11,11,11,11
4847,cw,10,11,10,10,10
4848,cw,10,11,10,10,10
4849,cw,10,10,10,10,10
4850,cw,9,9,9,9,10
4851,cw,11,11,11,11,11
4852,cw,11,11,11,11,11
4853,cw,11,11,11,11,11
4854,cw,10,10,10,11,10
4855,cw,12,12,12,12,12
4856,cw,11,11,11,11,11
4857,cw,11,11,11,11,11
4858,cw,11,10,10,10,10
4859,cw,11,11,11,11,11
4860,cw,10,10,10,10,10
4861,cw,10,9,9,9,9
4862,cw,10,10,10,10,10
4863,cw,11,11,11,11,11
4864,cw,11,11,11,11,11
4865,cw,10,10,10,10,10
4866,cw,10,10,10,10,10
4867,cw,10,11,10,10,10
4868,cw,10,11,10,10,10
