,rotation,nProf_u,nProf_g,nProf_r,nProf_i,nProf_z
10074,ccw,10,11,10,10,10
10075,ccw,11,11,11,11,11
10076,ccw,11,10,10,10,10
10077,ccw,9,9,9,10,9
10078,ccw,10,10,10,11,10
10079,ccw,10,11,10,11,10
10080,ccw,10,10,10,10,10
10081,ccw,11,10,10,11,10
10082,ccw,11,11,11,11,11
10083,ccw,12,12,12,12,12
10084,ccw,12,12,12,12,12
10085,ccw,11,12,11,11,11
10086,ccw,9,10,9,9,9
10087,ccw,11,11,11,11,11
10088,ccw,11,11,11,11,11
10089,ccw,11,11,11,11,11
10090,ccw,10,11,10,11,10
10091,ccw,10,11,10,10,10
10092,ccw,10,9,9,10,9
10093,ccw,11,11,11,11,11
10094,ccw,9,9,9,9,9
10095,ccw,11,11,11,11,11
10096,ccw,12,12,12,12,12
10097,ccw,11,11,11,11,11
10098,ccw,11,11,11,11,11
10099,ccw,10,10,10,11,10
10100,ccw,10,10,10,11,10
10101,ccw,15,10,10,10,10
10102,ccw,10,10,10,10,10
10103,ccw,10,10,10,10,11
10104,ccw,10,10,10,10,10
10105,ccw,12,11,10,10,10
10106,ccw,11,11,11,11,11
10107,ccw,10,10,10,10,11
10108,ccw,10,10,10,10,13
10109,ccw,10,10,10,10,10
10110,ccw,11,11,11,11,11
10111,ccw,11,11,11,11,11
10112,ccw,11,11,11,11,11
10113,ccw,10,10,10,10,10
10114,ccw,11,11,11,11,11
10115,ccw,10,10,10,10,10
10116,ccw,11,12,11,12,11
10117,ccw,10,10,10,10,10
10118,ccw,11,11,11,11,11
10119,ccw,12,12,12,12,12
10120,ccw,12,12,12,12,12
10121,ccw,11,11,11,11,11
10122,ccw,10,10,10,10,10
10123,ccw,11,11,11,11,11
10124,ccw,11,11,11,11,11
10125,ccw,10,10,10,10,10
10126,ccw,10,10,10,10,10
10127,ccw,9,9,9,10,9
10128,ccw,10,10,10,10,10
10129,ccw,10,10,10,10,10
10130,ccw,10,10,10,10,10
10131,ccw,10,10,10,10,10
10132,ccw,11,11,11,11,11
10133,ccw,10,9,9,9,9
10134,ccw,10,10,10,11,10
10135,ccw,10,10,10,11,10
10136,ccw,10,10,10,10,10
10137,ccw,11,11,11,11,11
10138,ccw,10,10,10,10,11
10139,ccw,10,10,10,10,10
10140,ccw,10,10,10,10,10
10141,ccw,11,11,11,11,11
10142,ccw,12,12,12,12,12
10143,ccw,12,12,12,12,12
10144,ccw,10,10,10,10,10
10145,ccw,10,10,10,10,10
10146,ccw,11,11,11,11,11
10147,ccw,11,11,11,11,11
10148,ccw,10,10,10,10,11
10149,ccw,11,10,10,10,11
10150,ccw,10,10,10,11,10
10151,ccw,10,10,10,10,10
10152,ccw,11,11,11,11,11
10153,ccw,12,12,11,11,11
10154,ccw,11,11,11,12,11
10155,ccw,10,10,10,10,10
10156,ccw,12,10,10,10,10
10157,ccw,11,11,11,11,11
10158,ccw,11,11,11,11,11
10159,ccw,10,10,10,10,10
10160,ccw,10,10,10,10,11
10161,ccw,11,11,11,11,11
10162,ccw,11,11,11,11,11
10163,ccw,10,11,10,11,10
10164,ccw,10,10,10,10,10
10165,ccw,10,10,10,10,10
10166,ccw,9,10,9,9,9
10167,ccw,10,10,10,10,10
10168,ccw,11,11,11,11,11
10169,ccw,11,11,11,11,11
10170,ccw,11,11,11,11,11
10171,ccw,11,11,11,11,11
10172,ccw,11,11,11,11,11
10173,ccw,10,10,10,10,10
10174,ccw,11,10,10,10,10
10175,ccw,10,10,10,10,10
10176,ccw,10,10,10,10,10
10177,ccw,10,10,10,11,10
10178,ccw,10,10,10,10,10
10179,ccw,11,11,11,11,11
10180,ccw,10,11,10,10,10
10181,ccw,9,9,9,9,9
10182,ccw,11,11,11,11,11
10183,ccw,10,10,10,10,10
10184,ccw,14,11,10,10,10
10185,ccw,10,10,10,10,10
10186,ccw,9,9,9,9,10
10187,ccw,11,11,11,11,11
10188,ccw,10,10,10,10,10
10189,ccw,11,11,11,11,11
10190,ccw,10,11,10,11,10
10191,ccw,9,9,9,9,9
10192,ccw,10,10,10,10,10
10193,ccw,10,10,10,11,10
10194,ccw,11,11,11,11,11
10195,ccw,11,11,11,11,11
10196,ccw,10,10,10,10,10
10197,ccw,10,10,10,10,10
10198,ccw,10,10,10,10,10
10199,ccw,10,10,10,10,10
10200,ccw,11,11,11,11,11
10201,ccw,11,11,11,11,11
10202,ccw,10,11,10,10,10
10203,ccw,10,10,10,10,11
10204,ccw,11,11,11,11,11
10205,ccw,11,10,10,10,10
10206,ccw,11,10,10,10,10
10207,ccw,11,10,10,10,10
10208,ccw,11,11,11,11,11
10209,ccw,10,10,10,10,10
10210,ccw,11,11,11,11,11
10211,ccw,11,11,11,11,11
10212,ccw,10,10,10,10,10
10213,ccw,10,10,10,11,10
10214,ccw,10,10,10,10,10
10215,ccw,10,10,10,10,10
10216,ccw,11,11,11,11,11
10217,ccw,9,9,9,10,10
10218,ccw,11,11,11,11,11
10219,ccw,10,10,10,10,10
10220,ccw,10,11,10,11,10
10221,ccw,11,11,11,11,11
10222,ccw,10,10,10,11,10
10223,ccw,10,10,10,11,10
10224,ccw,12,12,12,12,12
10225,ccw,11,11,11,11,11
10226,ccw,10,10,10,10,10
10227,ccw,11,11,11,11,11
10228,ccw,9,10,9,9,9
10229,ccw,10,10,10,10,10
10230,ccw,10,11,10,10,10
10231,ccw,10,10,10,10,10
10232,ccw,11,10,9,10,9
10233,ccw,9,9,9,10,9
10234,ccw,10,10,10,10,10
10235,ccw,10,10,10,10,10
10236,ccw,9,10,9,10,10
10237,ccw,11,11,11,11,11
10238,ccw,10,10,10,11,10
10239,ccw,10,11,10,10,10
10240,ccw,10,10,9,9,9
10241,ccw,12,12,12,12,12
10242,ccw,10,10,10,10,10
10243,ccw,12,12,12,12,12
10244,ccw,11,10,10,10,10
10245,ccw,10,10,10,10,10
10246,ccw,10,11,10,10,10
10247,ccw,11,11,11,11,11
10248,ccw,10,10,10,10,10
10249,ccw,11,11,11,11,11
10250,ccw,10,10,10,10,10
10251,ccw,10,11,10,10,11
10252,ccw,9,9,9,10,9
10253,ccw,10,10,10,10,10
10254,ccw,11,11,11,11,11
10255,ccw,9,10,9,10,9
10256,ccw,10,10,10,10,10
10257,ccw,11,11,11,11,11
10258,ccw,11,11,11,11,11
10259,ccw,9,10,9,9,9
10260,ccw,10,10,10,10,10
10261,ccw,11,11,11,11,11
10262,ccw,11,11,11,11,11
10263,ccw,11,10,10,10,10
10264,ccw,10,10,10,10,10
10265,ccw,11,11,11,11,11
10266,ccw,10,10,10,10,10
10267,ccw,11,11,11,11,11
10268,ccw,12,12,12,12,12
10269,ccw,10,10,10,11,10
10270,ccw,10,10,10,10,10
10271,ccw,9,9,9,10,10
10272,ccw,11,11,11,11,11
10273,ccw,10,10,10,10,10
10274,ccw,10,10,10,10,10
10275,ccw,11,11,11,11,11
10276,ccw,11,11,11,11,11
10277,ccw,11,11,11,11,11
10278,ccw,11,11,11,11,11
10279,ccw,9,9,9,9,10
10280,ccw,10,10,10,10,11
10281,ccw,10,10,10,10,10
10282,ccw,11,11,11,11,11
10283,ccw,10,9,9,9,9
10284,ccw,11,11,11,11,11
10285,ccw,11,11,11,11,11
10286,ccw,10,10,10,10,10
10287,ccw,11,11,11,11,11
10288,ccw,12,12,12,12,12
10289,ccw,11,11,11,11,11
10290,ccw,12,12,12,12,12
10291,ccw,11,11,11,11,11
10292,ccw,11,11,11,11,11
10293,ccw,11,11,11,11,11
10294,ccw,12,12,12,12,12
10295,ccw,10,10,10,10,10
10296,ccw,12,12,12,12,12
10297,ccw,10,10,10,10,10
10298,ccw,11,11,11,11,11
10299,ccw,11,11,11,11,11
10300,ccw,10,10,10,11,10
10301,ccw,10,10,10,10,10
10302,ccw,10,10,10,10,10
10303,ccw,10,10,10,10,11
10304,ccw,11,11,11,11,11
10305,ccw,10,10,10,11,10
10306,ccw,11,11,11,11,11
10307,ccw,10,10,10,11,10
10308,ccw,11,11,11,11,11
10309,ccw,10,10,10,10,10
10310,ccw,10,10,10,10,10
10311,ccw,10,10,10,10,10
10312,ccw,10,10,10,10,10
10313,ccw,12,12,12,12,12
10314,ccw,11,11,11,11,11
10315,ccw,10,10,10,10,10
10316,ccw,11,11,11,11,11
10317,ccw,10,10,10,10,10
10318,ccw,10,10,10,11,10
10319,ccw,11,11,11,11,11
10320,ccw,11,11,11,11,11
10321,ccw,11,11,11,11,11
10322,ccw,11,11,11,11,11
10323,ccw,11,11,11,11,11
10324,ccw,10,10,10,10,10
10325,ccw,10,10,10,11,10
10326,ccw,11,11,11,11,11
10327,ccw,11,11,11,11,11
10328,ccw,12,12,12,12,12
10329,ccw,11,10,10,10,10
10330,ccw,11,11,11,11,11
10331,ccw,10,10,10,10,10
10332,ccw,11,11,11,11,11
10333,ccw,12,12,12,12,12
10334,ccw,11,11,11,11,11
10335,ccw,10,10,10,10,10
10336,ccw,10,11,10,10,10
10337,ccw,10,10,10,10,10
10338,ccw,10,11,10,10,10
10339,ccw,10,10,10,10,10
10340,ccw,11,11,10,10,11
10341,ccw,11,11,11,11,11
10342,ccw,10,10,10,10,10
10343,ccw,10,10,10,10,10
10344,ccw,10,10,10,10,10
10345,ccw,11,11,11,11,11
10346,ccw,9,9,9,9,9
10347,ccw,10,10,10,10,10
10348,ccw,11,11,11,11,11
10349,ccw,9,9,9,9,9
10350,ccw,10,10,10,10,10
10351,ccw,10,10,10,10,10
10352,ccw,11,11,11,11,11
10353,ccw,10,10,10,10,10
10354,ccw,12,12,12,12,12
10355,ccw,12,12,12,12,12
10356,ccw,11,11,11,11,11
10357,ccw,11,11,11,11,11
10358,ccw,12,10,10,10,10
10359,ccw,10,10,10,10,10
10360,ccw,11,11,10,11,10
10361,ccw,10,9,9,9,10
10362,ccw,12,12,12,12,12
10363,ccw,10,11,10,10,10
10364,ccw,10,10,10,10,10
10365,ccw,11,11,11,11,11
10366,ccw,10,10,10,10,11
10367,ccw,11,11,11,11,11
10368,ccw,11,11,11,11,11
10369,ccw,10,10,10,10,10
10370,ccw,11,11,11,11,11
10371,ccw,10,10,10,10,10
10372,ccw,11,11,11,11,11
10373,ccw,10,10,10,10,11
10374,ccw,12,11,11,11,11
10375,ccw,10,10,10,10,10
10376,ccw,10,10,10,11,10
10377,ccw,11,11,11,11,11
10378,ccw,11,11,11,11,11
10379,ccw,9,9,9,10,9
10380,ccw,10,10,10,10,10
10381,ccw,11,11,11,11,11
10382,ccw,10,10,10,10,10
10383,ccw,11,11,11,11,11
10384,ccw,10,10,10,10,10
10385,ccw,10,11,10,10,10
10386,ccw,10,10,10,10,10
10387,ccw,11,11,11,11,11
10388,ccw,11,11,11,11,11
10389,ccw,11,10,10,10,10
10390,ccw,10,10,10,10,10
10391,ccw,9,10,9,10,9
10392,ccw,11,11,11,11,11
10393,ccw,10,10,10,10,10
10394,ccw,11,11,11,11,11
10395,ccw,10,10,10,11,10
10396,ccw,11,11,11,11,11
10397,ccw,10,11,10,10,10
10398,ccw,10,11,10,10,10
10399,ccw,10,10,10,10,10
10400,ccw,10,11,10,10,10
10401,ccw,9,11,9,10,9
10402,ccw,10,10,10,11,10
10403,ccw,10,10,10,10,10
10404,ccw,11,11,11,11,11
10405,ccw,12,12,12,12,12
10406,ccw,11,11,11,11,11
10407,ccw,10,11,10,11,10
10408,ccw,10,11,10,10,10
10409,ccw,11,11,11,11,11
10410,ccw,11,11,11,11,11
10411,ccw,11,11,11,11,11
10412,ccw,10,10,10,10,10
10413,ccw,11,11,11,11,11
10414,ccw,11,11,11,11,11
10415,ccw,11,11,11,11,11
10416,ccw,12,12,12,12,12
10417,ccw,10,10,10,10,10
10418,ccw,10,10,10,11,11
10419,ccw,10,10,10,10,10
10420,ccw,11,11,11,11,11
10421,ccw,10,10,10,10,10
10422,ccw,10,10,10,10,12
10423,ccw,10,10,9,10,9
10424,ccw,11,11,11,11,11
10425,ccw,11,11,11,11,11
10426,ccw,11,11,11,11,11
10427,ccw,10,10,10,10,10
10428,ccw,10,10,10,10,10
10429,ccw,11,11,11,11,11
10430,ccw,11,10,10,10,10
10431,ccw,10,10,10,10,10
10432,ccw,10,10,10,10,10
10433,ccw,12,10,10,10,10
10434,ccw,11,11,11,11,11
10435,ccw,10,10,10,10,10
10436,ccw,10,10,10,10,10
10437,ccw,10,10,10,10,10
10438,ccw,11,11,11,11,11
10439,ccw,11,11,11,11,11
10440,ccw,10,10,10,10,10
10441,ccw,10,10,10,10,10
10442,ccw,11,10,10,11,11
10443,ccw,11,11,11,11,11
10444,ccw,10,10,10,10,10
10445,ccw,10,10,10,10,10
10446,ccw,10,11,10,10,10
10447,ccw,11,11,11,11,11
10448,ccw,11,11,11,11,11
10449,ccw,12,12,12,12,12
10450,ccw,10,10,10,10,10
10451,ccw,11,11,10,10,10
10452,ccw,12,12,12,12,12
10453,ccw,12,10,10,10,10
10454,ccw,11,10,10,10,10
10455,ccw,11,11,11,11,11
10456,ccw,11,11,11,11,11
10457,ccw,10,10,10,10,10
10458,ccw,11,10,10,10,10
10459,ccw,11,11,11,11,11
10460,ccw,10,10,10,10,11
10461,ccw,12,12,12,12,12
10462,ccw,11,11,11,11,11
10463,ccw,10,11,10,10,10
10464,ccw,10,10,10,10,10
10465,ccw,9,9,9,9,9
10466,ccw,13,13,13,13,13
10467,ccw,11,11,11,12,11
10468,ccw,10,10,10,10,10
10469,ccw,11,11,11,11,11
10470,ccw,12,13,12,12,12
10471,ccw,12,12,12,12,12
10472,ccw,11,11,11,11,11
10473,ccw,11,11,11,11,11
10474,ccw,12,12,12,12,12
10475,ccw,10,10,10,10,10
10476,ccw,11,11,11,11,11
10477,ccw,10,10,10,11,10
10478,ccw,10,11,10,10,10
10479,ccw,10,10,10,10,10
10480,ccw,11,11,11,11,11
10481,ccw,10,10,10,10,10
10482,ccw,13,13,13,13,13
10483,ccw,11,11,11,11,11
10484,ccw,11,11,11,11,11
10485,ccw,10,9,9,9,9
10486,ccw,11,11,11,11,11
10487,ccw,10,10,10,10,10
10488,ccw,10,10,10,10,10
10489,ccw,11,11,11,11,11
10490,ccw,11,11,11,11,11
10491,ccw,10,11,10,11,10
10492,ccw,10,10,10,10,11
10493,ccw,10,10,10,11,10
10494,ccw,11,10,10,10,10
10495,ccw,10,11,10,10,10
10496,ccw,10,10,10,10,10
10497,ccw,10,10,10,10,10
10498,ccw,9,10,9,9,9
10499,ccw,11,11,11,11,11
10500,ccw,11,11,11,11,11
10501,ccw,10,10,10,10,10
10502,ccw,9,9,9,9,9
10503,ccw,11,11,11,11,11
10504,ccw,10,10,10,10,10
10505,ccw,9,10,9,10,9
10506,ccw,12,12,12,12,12
10507,ccw,10,10,10,10,10
10508,ccw,10,10,10,10,10
10509,ccw,11,11,10,10,10
10510,ccw,10,10,10,10,10
10511,ccw,10,10,10,10,10
10512,ccw,10,10,10,10,11
10513,ccw,10,10,10,10,10
10514,ccw,11,11,11,11,11
10515,ccw,11,10,10,10,10
10516,ccw,10,10,10,10,10
10517,ccw,10,10,10,10,10
10518,ccw,10,10,10,10,10
10519,ccw,10,10,10,10,10
10520,ccw,11,11,11,11,11
10521,ccw,15,11,10,10,10
10522,ccw,10,10,10,10,10
10523,ccw,10,10,10,10,10
10524,ccw,11,11,11,11,11
10525,ccw,11,11,11,11,11
10526,ccw,11,10,10,10,10
10527,ccw,11,11,11,11,11
10528,ccw,11,11,9,9,9
10529,ccw,12,12,12,12,12
10530,ccw,11,11,11,11,11
10531,ccw,11,11,11,11,11
10532,ccw,10,10,10,10,10
10533,ccw,10,10,10,10,10
10534,ccw,11,11,11,11,11
10535,ccw,11,12,11,11,11
10536,ccw,10,10,10,10,10
10537,ccw,11,11,11,11,11
10538,ccw,9,9,9,10,9
10539,ccw,10,10,10,10,10
10540,ccw,10,10,10,10,10
10541,ccw,11,11,11,11,11
10542,ccw,11,10,10,10,10
10543,ccw,12,12,12,12,12
10544,ccw,11,11,11,11,11
10545,ccw,11,11,11,11,11
10546,ccw,10,10,10,10,10
10547,ccw,10,10,10,10,10
10548,ccw,10,10,10,10,10
10549,ccw,10,11,10,10,10
10550,ccw,10,10,10,10,10
10551,ccw,10,11,10,11,10
10552,ccw,10,10,10,10,10
10553,ccw,10,10,10,10,10
10554,ccw,11,11,11,11,11
10555,ccw,11,11,11,11,11
10556,ccw,11,11,11,11,11
10557,ccw,11,9,9,9,9
10558,ccw,10,11,10,11,10
10559,ccw,10,10,10,10,10
10560,ccw,10,10,10,10,10
10561,ccw,11,11,11,11,11
10562,ccw,11,11,11,11,11
10563,ccw,11,11,11,11,11
10564,ccw,12,12,12,12,12
10565,ccw,10,10,10,10,10
10566,ccw,10,10,10,10,10
10567,ccw,11,11,11,11,11
10568,ccw,11,11,11,11,11
10569,ccw,11,11,11,11,11
10570,ccw,10,10,9,10,9
10571,ccw,10,10,10,10,10
10572,ccw,10,10,10,10,10
10573,ccw,11,11,11,11,11
10574,ccw,11,11,11,11,11
10575,ccw,11,11,11,11,11
10576,ccw,11,10,9,9,9
10577,ccw,11,11,11,11,11
10578,ccw,11,11,11,11,11
10579,ccw,10,10,10,10,10
10580,ccw,10,10,10,10,10
10581,ccw,10,10,10,10,10
10582,ccw,10,10,10,10,10
10583,ccw,11,11,11,11,11
10584,ccw,12,12,12,12,12
10585,ccw,10,10,10,10,10
10586,ccw,9,9,9,9,9
10587,ccw,12,12,12,12,12
10588,ccw,11,11,11,11,11
10589,ccw,10,10,10,10,10
10590,ccw,10,10,10,10,10
10591,ccw,10,10,10,10,10
10592,ccw,11,11,11,11,11
10593,ccw,11,11,11,11,11
10594,ccw,10,10,10,10,10
10595,ccw,10,10,10,10,10
10596,ccw,11,11,11,11,11
10597,ccw,11,11,11,11,11
10598,ccw,11,11,10,11,10
10599,ccw,11,10,10,10,11
10600,ccw,11,11,11,11,11
10601,ccw,11,11,11,11,11
10602,ccw,11,11,11,11,11
10603,ccw,10,10,10,10,10
10604,ccw,11,11,11,11,11
10605,ccw,10,10,10,10,10
10606,ccw,9,10,9,10,10
10607,ccw,10,10,10,10,10
10608,ccw,11,11,10,10,11
10609,ccw,10,10,10,10,10
10610,ccw,10,10,10,10,10
10611,ccw,9,10,9,9,9
10612,ccw,9,9,9,9,9
10613,ccw,11,11,11,11,11
10614,ccw,11,11,11,11,11
10615,ccw,10,10,10,10,10
10616,ccw,10,10,10,10,10
10617,ccw,10,10,9,9,10
10618,ccw,11,11,11,11,11
10619,ccw,11,11,11,11,11
10620,ccw,12,12,12,12,12
10621,ccw,9,9,9,9,9
10622,ccw,10,10,10,10,10
10623,ccw,10,10,10,10,10
10624,ccw,11,11,11,11,11
10625,ccw,11,11,11,11,11
10626,ccw,11,11,11,11,11
10627,ccw,12,12,12,12,12
10628,ccw,12,12,12,12,12
10629,ccw,10,10,10,10,10
10630,ccw,11,11,11,11,11
10631,ccw,11,10,10,10,10
10632,ccw,12,12,12,12,12
10633,ccw,11,11,11,11,11
10634,ccw,12,12,12,12,12
10635,ccw,10,10,10,10,11
10636,ccw,11,11,11,11,11
10637,ccw,10,10,10,10,12
10638,ccw,11,11,11,11,11
10639,ccw,10,10,10,10,10
10640,ccw,10,10,10,10,10
10641,ccw,10,10,10,10,10
10642,ccw,11,10,10,10,10
10643,ccw,10,10,10,10,10
10644,ccw,11,11,11,11,11
10645,ccw,10,10,10,10,10
10646,ccw,9,10,9,10,9
10647,ccw,10,10,10,10,10
10648,ccw,10,10,10,10,10
10649,ccw,12,12,12,12,12
10650,ccw,9,9,9,10,9
10651,ccw,11,11,11,11,11
10652,ccw,11,10,10,10,10
10653,ccw,9,9,9,10,9
10654,ccw,11,11,11,11,11
10655,ccw,10,10,10,10,10
10656,ccw,11,11,11,11,11
10657,ccw,10,10,10,10,10
10658,ccw,10,10,9,9,9
10659,ccw,10,10,10,10,10
10660,ccw,10,10,10,10,10
10661,ccw,11,11,11,11,11
10662,ccw,11,11,11,11,11
10663,ccw,12,12,12,12,12
10664,ccw,11,11,11,11,11
10665,ccw,11,11,11,11,11
10666,ccw,11,11,11,11,11
10667,ccw,11,11,11,11,11
10668,ccw,10,10,10,10,10
10669,ccw,10,10,10,10,10
10670,ccw,10,10,10,11,10
10671,ccw,10,9,9,9,9
10672,ccw,10,10,10,10,10
10673,ccw,10,11,10,10,10
10674,ccw,10,10,10,10,10
10675,ccw,10,10,10,10,10
10676,ccw,10,10,10,10,10
10677,ccw,11,11,11,11,11
10678,ccw,12,12,12,12,12
10679,ccw,11,11,11,11,11
10680,ccw,10,10,9,9,10
10681,ccw,12,12,12,12,12
10682,ccw,11,10,10,10,10
10683,ccw,11,11,11,11,11
10684,ccw,11,10,10,10,11
10685,ccw,12,12,12,12,12
10686,ccw,12,12,12,12,12
10687,ccw,10,10,10,10,11
10688,ccw,12,12,12,12,12
10689,ccw,10,10,10,10,10
10690,ccw,10,11,10,10,10
10691,ccw,9,10,9,10,9
10692,ccw,10,11,10,11,10
10693,ccw,10,10,10,10,10
10694,ccw,12,10,10,10,10
10695,ccw,11,11,11,11,11
10696,ccw,11,11,11,11,11
10697,ccw,11,11,11,11,11
10698,ccw,9,9,9,10,9
10699,ccw,10,10,10,10,10
10700,ccw,11,11,11,11,11
10701,ccw,11,11,11,11,11
10702,ccw,10,10,10,10,10
10703,ccw,10,10,10,10,10
10704,ccw,10,10,10,10,10
10705,ccw,9,9,9,9,9
10706,ccw,12,12,12,12,12
10707,ccw,11,11,11,11,11
10708,ccw,11,11,11,11,11
10709,ccw,10,10,10,10,10
10710,ccw,10,10,10,10,10
10711,ccw,12,12,12,12,12
10712,ccw,9,10,9,10,9
10713,ccw,10,11,10,10,10
10714,ccw,9,9,9,9,9
10715,ccw,10,10,10,10,10
10716,ccw,11,11,11,11,11
10717,ccw,10,10,10,10,10
10718,ccw,11,11,11,11,11
10719,ccw,11,11,11,11,11
10720,ccw,10,9,9,9,9
10721,ccw,11,11,11,11,11
10722,ccw,10,11,10,11,10
10723,ccw,11,11,11,11,11
10724,ccw,11,11,11,11,11
10725,ccw,11,11,11,11,11
10726,ccw,12,12,12,12,12
10727,ccw,10,10,10,10,10
10728,ccw,9,9,9,9,9
10729,ccw,10,10,10,10,10
10730,ccw,11,11,11,11,11
10731,ccw,11,11,11,11,11
10732,ccw,11,11,11,11,11
10733,ccw,10,10,10,10,10
10734,ccw,9,9,9,9,9
10735,ccw,11,10,10,10,10
10736,ccw,9,9,9,9,9
10737,ccw,10,10,10,10,10
10738,ccw,11,11,11,11,11
10739,ccw,11,11,11,11,11
10740,ccw,11,11,11,11,11
10741,ccw,11,11,11,11,11
10742,ccw,12,12,12,12,12
10743,ccw,11,11,10,11,10
10744,ccw,10,10,10,10,10
10745,ccw,10,11,10,10,10
10746,ccw,11,10,10,10,10
10747,ccw,10,10,10,10,10
10748,ccw,9,10,9,10,9
10749,ccw,10,10,10,10,10
10750,ccw,10,10,10,10,10
10751,ccw,11,11,11,11,11
10752,ccw,10,10,10,10,10
10753,ccw,11,11,11,11,11
10754,ccw,11,11,11,11,11
10755,ccw,11,11,11,11,11
10756,ccw,11,10,10,11,10
10757,ccw,11,10,10,10,10
10758,ccw,10,10,10,10,10
10759,ccw,11,11,11,11,11
10760,ccw,10,10,9,10,9
10761,ccw,10,11,10,10,10
10762,ccw,10,10,10,10,10
10763,ccw,10,10,9,9,9
10764,ccw,11,11,11,11,11
10765,ccw,10,10,10,10,10
10766,ccw,14,10,10,10,10
10767,ccw,10,10,10,10,10
10768,ccw,10,10,10,10,10
10769,ccw,13,13,13,13,13
10770,ccw,11,11,11,11,11
10771,ccw,10,10,10,10,10
10772,ccw,10,10,10,10,10
10773,ccw,10,10,10,10,10
10774,ccw,10,10,10,11,10
10775,ccw,13,13,13,13,13
10776,ccw,10,10,10,10,10
10777,ccw,10,11,10,10,10
10778,ccw,11,11,11,11,11
10779,ccw,11,11,11,11,11
10780,ccw,10,11,10,11,10
10781,ccw,11,11,11,11,11
10782,ccw,10,11,10,10,10
10783,ccw,12,9,9,9,10
10784,ccw,11,11,11,11,11
10785,ccw,10,10,10,10,10
10786,ccw,10,10,10,10,10
10787,ccw,11,10,10,10,10
10788,ccw,10,10,10,10,10
10789,ccw,10,10,10,10,10
10790,ccw,10,10,10,10,10
10791,ccw,11,11,11,11,11
10792,ccw,10,10,10,11,10
10793,ccw,10,10,10,10,10
10794,ccw,11,11,11,11,11
10795,ccw,10,11,10,11,10
10796,ccw,11,11,11,11,11
10797,ccw,12,12,12,12,12
10798,ccw,12,12,12,12,12
10799,ccw,10,10,10,10,10
10800,ccw,11,10,10,10,10
10801,ccw,10,10,10,10,10
10802,ccw,10,10,10,10,10
10803,ccw,11,11,11,11,11
10804,ccw,12,12,12,12,12
10805,ccw,10,10,10,10,10
10806,ccw,12,10,10,10,10
10807,ccw,10,10,10,10,10
10808,ccw,12,12,12,12,12
10809,ccw,9,10,9,9,9
10810,ccw,11,11,11,11,11
10811,ccw,10,10,10,10,10
10812,ccw,11,11,11,11,11
10813,ccw,10,11,10,11,11
10814,ccw,11,11,11,11,11
10815,ccw,10,10,10,10,10
10816,ccw,11,11,11,11,11
10817,ccw,11,11,11,11,11
10818,ccw,11,11,11,11,11
10819,ccw,12,12,12,12,12
10820,ccw,12,12,12,12,12
10821,ccw,10,10,10,10,10
10822,ccw,12,12,12,12,12
10823,ccw,11,11,11,11,11
10824,ccw,10,10,10,10,10
10825,ccw,11,11,11,11,11
10826,ccw,10,10,10,10,10
10827,ccw,12,12,12,12,12
10828,ccw,10,10,9,10,9
10829,ccw,10,10,10,10,10
10830,ccw,10,10,10,10,10
10831,ccw,11,10,10,10,10
10832,ccw,10,10,10,10,10
10833,ccw,11,11,11,11,11
10834,ccw,11,11,11,11,11
10835,ccw,10,10,10,10,10
10836,ccw,9,9,9,9,9
10837,ccw,11,11,11,11,11
10838,ccw,10,9,9,10,10
10839,ccw,11,10,10,10,10
10840,ccw,12,12,12,12,12
10841,ccw,11,11,11,11,11
10842,ccw,11,11,11,11,11
10843,ccw,11,11,11,11,11
10844,ccw,10,11,10,11,10
10845,ccw,11,11,11,11,11
10846,ccw,11,11,11,11,11
10847,ccw,9,11,9,10,9
10848,ccw,10,11,10,11,10
10849,ccw,11,9,9,9,9
10850,ccw,12,11,10,10,10
10851,ccw,12,12,12,12,12
10852,ccw,13,13,13,13,13
10853,ccw,9,9,9,9,9
10854,ccw,10,10,10,10,10
10855,ccw,10,10,10,10,10
10856,ccw,9,9,9,9,11
10857,ccw,11,11,11,11,11
10858,ccw,10,10,10,10,10
10859,ccw,11,11,11,11,11
10860,ccw,10,10,10,10,10
10861,ccw,12,12,12,12,12
10862,ccw,11,11,11,11,11
10863,ccw,11,11,11,11,11
10864,ccw,11,11,11,11,11
10865,ccw,12,12,12,12,12
10866,ccw,10,10,10,10,10
10867,ccw,9,10,9,10,9
10868,ccw,10,10,10,10,10
10869,ccw,11,11,11,11,11
10870,ccw,11,11,11,11,11
10871,ccw,10,10,10,11,10
10872,ccw,10,11,10,11,10
10873,ccw,9,10,9,10,10
10874,ccw,10,10,10,10,10
10875,ccw,11,11,11,11,11
10876,ccw,11,11,11,11,11
10877,ccw,10,11,10,11,11
10878,ccw,10,10,10,10,10
10879,ccw,11,11,11,11,11
10880,ccw,11,11,11,11,11
10881,ccw,9,9,9,9,9
10882,ccw,10,11,10,10,10
10883,ccw,11,11,11,11,11
10884,ccw,12,12,12,12,12
10885,ccw,11,11,11,11,11
10886,ccw,11,11,11,11,11
10887,ccw,11,11,11,11,11
10888,ccw,11,11,11,11,11
10889,ccw,11,11,11,11,11
10890,ccw,11,11,11,11,11
10891,ccw,12,12,12,12,12
10892,ccw,13,13,13,13,13
10893,ccw,10,9,9,10,9
10894,ccw,10,10,10,10,10
